"","PlotID","Origin","Density","block","HarvTime","Wei_all_per_m2","PH_max_202304171517","PH_90_202304171517","PH_max_202305031115","PH_90_202305031115","PH_max_202305181131","PH_90_202305181131","PH_max_202305301156","PH_90_202305301156","PH_max_202306121122","PH_90_202306121122","PH_max_202306271027","PH_90_202306271027","CC_m2_202304171517","CC_m2_202305031115","CC_m2_202305181131","CC_m2_202305301156","CC_m2_202306121122","CC_m2_202306271027","CC_rate_202304171517","CC_rate_202305031115","CC_rate_202305181131","CC_rate_202305301156","CC_rate_202306121122","CC_rate_202306271027","PV_m3_202304171517","PV_m3_202305031115","PV_m3_202305181131","PV_m3_202305301156","PV_m3_202306121122","PV_m3_202306271027","PV_ave_202304171517","PV_ave_202305031115","PV_ave_202305181131","PV_ave_202305301156","PV_ave_202306121122","PV_ave_202306271027","ExG_VI_202304171517","ExG_VI_202305031115","ExG_VI_202305181131","ExG_VI_202305301156","ExG_VI_202306121122","ExG_VI_202306271027","VARI_VI_202304171517","VARI_VI_202305031115","VARI_VI_202305181131","VARI_VI_202305301156","VARI_VI_202306121122","VARI_VI_202306271027","GRVI_VI_202304171517","GRVI_VI_202305031115","GRVI_VI_202305181131","GRVI_VI_202305301156","GRVI_VI_202306121122","GRVI_VI_202306271027","NDVI_median_202305031115","NDVI_median_202305181131","NDVI_median_202305301127","NDVI_median_202306121122","NDVI_median_202306271027","GNDVI_median_202305031115","GNDVI_median_202305181131","GNDVI_median_202305301127","GNDVI_median_202306121122","GNDVI_median_202306271027","NDRE_median_202305031115","NDRE_median_202305181131","NDRE_median_202305301127","NDRE_median_202306121122","NDRE_median_202306271027"
"92","T2-07_2_00","Memanbetsu","standard","T2",1,492.054320987654,0,0,0.204208374023438,0.144671630859375,0.330307006835938,0.265953063964844,0.413810729980469,0.389495086669922,0.410163879394531,0.320795440673828,0.399055480957031,0.322627258300781,0,0.45612505986981,0.938968474352285,0.0290258902585286,0.097424715474857,0.177650360335807,0,0.225246943145585,0.46368813548261,0.0143337729671746,0.0481109706048676,0.0877285730053369,0,0.046085983722621,0.182925024737844,0.0091300690883197,0.020731143977463,0.0303242460463227,0,0.0227585104803066,0.0903333455495528,0.0045086760929973,0.0102376019641792,0.0149749363191717,0,84.8833495586906,119.243361898139,129.327272727273,126.422064164649,139.784283345614,0,0.194396216113628,0.267581087949415,0.258774072102429,0.254963517822345,0.256558841992233,0,0.14494637841395,0.204942884770532,0.178579003181336,0.174389747621366,0.190153290322234,0.76923076922929,0.843137254900308,0.769230769227811,0.749999999996875,0.764705882348443,0.659574468083703,0.703703703702401,0.65450928381787,0.636363636357851,0.624999999996094,0.116883116882965,0.119047619047477,0.111111111110957,0.142857142856122,0.115789473684089
"93","T1-11_2_00","Memanbetsu","standard","T1",1,740.785185185185,0,0,0.224235534667969,0.159915161132813,0.327705383300781,0.25228271484375,0.330734252929688,0.325965881347656,0,0,0,0,0,0.645739368700404,1.22095230543841,0.0080868924196221,0,0,0,0.318883638864397,0.602939410093043,0.003993527120801,0,0,0,0.0769479994080972,0.232255117910978,0.0022288998530991,0,0,0,0.0379990120533813,0.114693885388137,0.001100691285481,0,0,0,81.4107533159693,113.978638009699,121.489443378119,0,0,0,0.20095425227888,0.266588994049299,0.2845756139595,0,0,0,0.150575646604287,0.204295840399848,0.190967704628907,0,0,0.796610169490175,0.843137254900308,0.399999999996,0.33333333332963,0.272727272726033,0.689655172412604,0.708333333331858,0.555555555549383,0.49999999999375,0.428571428568367,0.154929577464571,0.0947368421051634,0.166666666665278,0.166666666665278,0.142857142856463
"94","T1-11_1_00","Memanbetsu","standard","T1",1,647.175308641975,0,0,0.211708068847656,0.153095245361328,0.259262084960938,0.203139495849609,0.305381774902344,0.272714233398438,0,0,0.0473098754882812,0.0373550415039062,0,0.650572674611772,1.06476269854521,0.0098253414618441,0,0.006706174571081,0,0.321270456598406,0.525808740022325,0.0048520204749847,0,0.0033116911462128,0,0.0700116459681041,0.167802391430236,0.0016665102502404,0,0.0001597101557729,0,0.0345736523299279,0.0828653784840671,0.00082296802481,0,7.8869212727358e-05,0,79.8474024000517,103.65829122921,122.533965244866,0,99.6442247647085,0,0.199214985053686,0.238355357471874,0.248568067914493,0,0.12066932507669,0,0.150119855263556,0.183406192353669,0.174619331892293,0,0.0896550491829642,0.791666666665017,0.836734693875843,0.399999999996,0.33333333332963,0.272727272726033,0.686274509802576,0.70909090908962,0.555555555549383,0.49999999999375,0.43999999999824,0.153846153845957,0.0952380952379818,0.166666666665278,0.166666666665278,0.142857142856463
"95","T2-25_2_00","Aomori","standard","T2",4,2316.04938271605,0.0114822387695312,0.009796142578125,0.167266845703125,0.126654052734375,0.254730224609375,0.200958251953125,0.494453430175781,0.272019958496094,0.454612731933594,0.210182952880859,0.51617431640625,0.360042572021484,0.0012720073176792,0.41474290892298,0.963178130046896,1.2283849888608,1.28341729450459,1.22950751523009,0.0006281517618168,0.204811313048385,0.475643521010813,0.606609871042371,0.63378631827387,0.607164205051895,7.49397715626795e-06,0.0354425160943959,0.141496752048838,0.248139832919197,0.173414989147736,0.215714113307916,3.70072945988541e-06,0.0175024770836522,0.069874939283377,0.122538189095899,0.0856370316778944,0.106525488053292,64.5897435897436,79.6615343891083,117.126262664705,153.601462565404,142.164662148975,132.084928713222,0.02488935173132,0.1903214444287,0.244280782622704,0.272406188486063,0.258294417273143,0.227068092194816,0.0160575114216608,0.142361224253213,0.186162729364656,0.196889098799103,0.19241435089078,0.172204695367231,0.761904761902948,0.83999999999832,0.853658536583284,0.842105263155679,0.8139534883702,0.653846153844896,0.692307692306361,0.701492537312386,0.67999999999728,0.652173913042061,0.0606060606059687,0.133333333333185,0.160493827160296,0.135135135134953,0.133333333333111
"96","T2-10_2_00","Tokachi","standard","T2",1,347.901234567901,0,0,0.174652099609375,0.133560180664062,0.340217590332031,0.27694091796875,0.48272705078125,0.303901672363281,0.431480407714844,0.379684448242188,0.0610504150390625,0.0545669555664062,0,0.351877602269767,0.970679212795153,0.0496854945013637,0.143955042659883,0.0058204534013156,0,0.173766717170255,0.479347759405014,0.02453604666734,0.0710889099554975,0.0028742979759583,0,0.0318612856913952,0.184941697555915,0.0120098376357174,0.0318781745910125,0.0001184855658872,0,0.0157339682426642,0.0913292333609454,0.0059307840176382,0.0157423084400061,5.85113905615802e-05,0,85.4047137087397,109.810760645349,123.569509528272,134.467994427488,119.900456107096,0,0.191401605563518,0.274082644490026,0.222369286550833,0.251597053662142,0.155573786044163,0,0.144582699072434,0.209850207907924,0.159070538238099,0.177859888302906,0.110437802137945,0.755102040814785,0.83999999999832,0.777777777774897,0.724137931031986,0.523809523807029,0.641025641023997,0.69491525423611,0.666666666661111,0.624999999996094,0.513513513512126,0.108433734939628,0.0958904109587727,0.11999999999984,0.15555555555521,0.103448275861712
"97","T1-18_2_00","Tokachi","standard","T1",1,560.414814814815,0,0,0.200904846191406,0.139705657958984,0.240119934082031,0.194305419921875,0.445930480957031,0.425843811035156,0.133491516113281,0.100418090820312,0,0,0,0.529820851341138,0.956228074704317,0.0054326532569438,0.0184440555476764,0,0,0.261639926588216,0.472211394915712,0.002682791731824,0.0091081755790994,0,0,0.0523063298458357,0.140354503690424,0.0015085901329866,0.0011016733217331,0,0,0.0258302863436225,0.0693108660199624,0.0007449827817217,0.0005440362082632,0,0,78.4607243234261,109.744843526736,92.5514285714286,89.3013589128697,0,0,0.20808241345689,0.243166695281976,0.176587970770096,0.164692014385893,0,0,0.155987955994507,0.187127718681712,0.10904956956401,0.103046024012965,0,0.76923076922929,0.836734693875843,0.333333333330555,0.33333333332963,0.249999999998958,0.659574468083703,0.701492537312386,0.49999999999375,0.49999999999375,0.411764705879931,0.104477611940143,0.145833333333181,0.142857142856122,0.111111111109876,0.111111111110494
"98","T1-18_1_00","Tokachi","standard","T1",1,465.511111111111,0,0,0.201774597167969,0.136749267578125,0.231063842773438,0.189273834228516,0.312271118164062,0.293519592285156,0.0601348876953125,0.0504364013671875,0,0,0,0.48261933541741,0.881928250325849,0.0019091895731545,0.0096864464387077,0,0,0.238330536008597,0.435520123617703,0.0009428096657553,0.0047834303401025,0,0,0.0441012801729201,0.122874771847556,0.0003883592964597,0.0003498068809163,0,0,0.0217784099619358,0.0606788996778055,0.000191782368622,0.000172744138724,0,0,78.9318037245729,107.148729733665,88.8130081300813,106.505327245053,0,0,0.213773527697189,0.241792369555615,0.171170410403648,0.180256698088965,0,0,0.160673259501443,0.186208071659157,0.107584523114484,0.113056460369164,0,0.764705882351442,0.827586206895125,0.399999999996,0.33333333332963,0.249999999998958,0.658536585364247,0.695652173911531,0.555555555549383,0.49999999999375,0.411764705879931,0.103448275861891,0.142857142856973,0.166666666665278,0.166666666665278,0.111111111110494
"99","T1-29_1_00","Douo","standard","T1",4,2728.39506172839,0.0166015625,0.0146560668945312,0.18408203125,0.145332336425781,0.254806518554688,0.201766967773438,0.317436218261719,0.257377624511719,0.489341735839844,0.232162475585938,0.431129455566406,0.215026092529297,0.0025440146353584,0.557786133035676,1.02526647611244,1.1307524489003,1.2683937192823,1.22833709797004,0.0012563035236337,0.27544994223984,0.50630443264812,0.558396271061874,0.626367268781382,0.606586221219772,2.37900679381391e-05,0.0560795993720043,0.15578116199478,0.223591531230781,0.212544061400505,0.188486929632936,1.17481816978465e-05,0.0276936293195082,0.076928968886311,0.110415570978163,0.104960030321237,0.0930799652508326,68.8333333333333,73.4995664446566,110.404038201266,159.617270014329,157.606120844776,126.984952543088,0.0716479017400205,0.197180836061735,0.234536041504643,0.280973902896244,0.31234141060814,0.167101167804218,0.0462592117910926,0.146120399363454,0.17968121274792,0.200123324501868,0.228341133593851,0.12696963967914,0.777777777776049,0.853658536583284,0.833333333331597,0.857142857141327,0.777777777775617,0.67272727272605,0.709677419353694,0.692307692305917,0.684210526314589,0.632653061223199,0.0857142857141632,0.155555555555383,0.12643678160905,0.150684931506643,0.131578947368248
"100","T1-29_2_00","Douo","standard","T1",4,2261.72839506173,0.0170211791992187,0.0160247802734375,0.18670654296875,0.1376953125,0.245895385742188,0.172728729248047,0.3765869140625,0.22198486328125,0.414451599121094,0.209016418457031,0.40020751953125,0.206665802001953,0.0013372384621756,0.509259095089432,0.922739828501199,1.07232814358848,1.16869851255697,1.11205456153941,0.0006603646726793,0.25148597288367,0.455673989383308,0.529544762265914,0.577135067929367,0.549162746439213,1.42421896181099e-05,0.0490287616393308,0.123948758006096,0.185184900940875,0.174322704758063,0.161588647788819,7.03318005832585e-06,0.0242117341428794,0.0612092632128868,0.0914493337979629,0.086085286300278,0.0797968631055896,68.4024390243902,74.9037179725903,106.607577647184,157.889273291686,156.332767303881,131.474085405785,0.0155527318932655,0.18891521670937,0.208994012178534,0.268964954872812,0.296872625005857,0.173868342491492,0.0105335628227194,0.140138238398616,0.161154603746721,0.191219164278133,0.216421388880373,0.133199659175249,0.764705882350692,0.836065573769121,0.821428571427105,0.849999999997875,0.777777777775617,0.659574468083703,0.698113207545853,0.677419354837617,0.673469387753728,0.627118644066734,0.0749999999999062,0.139534883720768,0.11999999999988,0.142857142856973,0.127272727272496
"101","T2-07_1_00","Memanbetsu","standard","T2",1,505.659259259259,0,0,0.199378967285156,0.140174865722656,0.342308044433594,0.267607116699219,0.445426940917969,0.36861572265625,0.44964599609375,0.379245758056641,0.53302001953125,0.4436279296875,0,0.492415266461855,1.03616259868278,0.0650987078846358,0.142805053584968,0.199587775736962,0,0.243168032820669,0.511685233917421,0.0321475100664868,0.0705210141160333,0.0985618645614625,0,0.0480718317600629,0.204366246812814,0.0179526282504621,0.0344904647903534,0.0408958975378706,0,0.0237391761778088,0.100921603364352,0.0088654954323269,0.0170323282915325,0.0201955049569731,0,85.6196946981262,116.785476856407,116.736838476995,132.734780901292,139.605938858545,0,0.199930314774007,0.263034828786343,0.233130661760511,0.295095087171447,0.249812449467662,0,0.151178370600651,0.203223983108788,0.158967358642834,0.202041085746542,0.188243425187341,0.795918367345314,0.857142857141327,0.793103448273127,0.8139534883702,0.733333333330889,0.661016949151422,0.710144927535203,0.666666666661111,0.653846153844896,0.5999999999976,0.116883116882965,0.150684931506643,0.111111111110988,0.114754098360468,0.103448275861712
"104","T2-08_2_00","Douo","standard","T2",1,688.720987654321,0,0,0.195610046386719,0.156791687011719,0.315887451171875,0.268035888671875,0.395011901855469,0.338931274414063,0.449203491210938,0.293681335449219,0.533538818359375,0.450348663330078,0,0.626422309957645,1.22902219066995,0.0371438264110476,0.0710486840002022,0.0604821027354102,0,0.309344350596368,0.606924538602444,0.0183426303264432,0.035085769876643,0.0298677050545235,0,0.0694185250626286,0.247493671109436,0.0077782300062295,0.0123712660596843,0.0158266948200894,0,0.0342807531173474,0.122219096844166,0.0038411012376441,0.0061092671899675,0.0078156517630071,0,86.2554523683481,121.386467794328,127.657333890514,126.590372611428,151.485137989678,0,0.20873955337953,0.276178540284446,0.240210894167771,0.250619826917136,0.244982069896998,0,0.156207557081258,0.212640913406862,0.172665775129234,0.175287641622904,0.18917829439508,0.789473684208449,0.849999999997875,0.777777777773457,0.6999999999965,0.599999999997,0.666666666665556,0.70491803278573,0.655172413790844,0.636363636357851,0.529411764702768,0.121951219512046,0.113924050632767,0.124999999999844,0.166666666666204,0.101449275362172
"105","T2-38_2_00","Memanbetsu","standard","T2",2,1829.62962962963,0,0,0.190475463867188,0.145294189453125,0.28729248046875,0.218727111816406,0.446220397949219,0.271873474121094,0,0,0.90350341796875,0.783779144287109,0,0.613490387786761,1.15013639627004,1.36536546026803,0,0.0545351177384138,0,0.302958216190993,0.567968590750635,0.674254548280508,0,0.0269309223399574,0,0.063604626001321,0.193782455269141,0.274226542564366,0,0.0137596883734298,0,0.0314096918525041,0.0956950396390817,0.1354205148466,0,0.0067949078387307,0,88.2662766535908,114.954962461897,152.401432312045,0,122.470336696703,0,0.22023417765476,0.266050330997059,0.27154842760609,0,0.28085616239961,0,0.161269225922419,0.205487359714108,0.191604023789958,0,0.198040596145887,0.76923076922929,0.846153846152219,0.836734693875843,0.399999999996,0.722222222220216,0.66037735848932,0.702127659572974,0.672131147539882,0.49999999999375,0.549999999998625,0.0681818181817407,0.138888888888696,0.190476190475964,0.166666666665278,0.0909090909088843
"107","T1-10_1_00","Tokachi","standard","T1",2,1079.01234567901,0,0,0.197898864746094,0.159273529052734,0.242958068847656,0.200874328613281,0.297988891601562,0.250724792480469,0,0,0,0,0,0.335551050529026,0.741060760326003,0.936294506034602,0,0,0,0.165704222483469,0.365955931025187,0.462367657301038,0,0,0,0.030055978621834,0.106804417922893,0.177478733833347,0,0,0,0.0148424585786834,0.0527429224310583,0.0876438191769615,0,0,0,79.2578699944956,106.819989524042,153.800468553412,0,0,0,0.182699448045421,0.216739189956536,0.298456167369871,0,0,0,0.137249801238967,0.167384352866103,0.215919163876063,0,0,0.743589743587837,0.8139534883702,0.836065573769121,0.333333333330555,0.285714285712245,0.642857142854847,0.684210526313989,0.682539682538599,0.49999999999375,0.454545454541322,0.116883116882965,0.0930232558138453,0.12499999999987,0.142857142856122,0.11999999999952
"108","T1-10_2_00","Tokachi","standard","T1",2,1570.37037037037,0,0,0.194076538085938,0.137696838378906,0.292007446289062,0.207999420166016,0.455322265625,0.264511108398438,0.398574829101562,0.366706848144531,0,0,0,0.531744474764057,1.05391990120768,1.19585115678493,0.0670237222379994,0,0,0.262589864081016,0.520454272201323,0.590543781128361,0.0330981344385182,0,0,0.0504575401351372,0.170954308462372,0.238039266331274,0.0183727463480722,0,0,0.0249173037704381,0.084421880722159,0.117550254978407,0.0090729611595418,0,0,79.3553428427727,110.601565379006,159.299058823394,126.873943410241,0,0,0.195047475574387,0.243298353518114,0.302934187924692,0.252853590792593,0,0,0.146304639978749,0.187788112236435,0.222004877259473,0.168283755414149,0,0.782608695650473,0.830508474574864,0.846153846152219,0.727272727269421,0.333333333331111,0.66037735848932,0.698113207545853,0.692307692306627,0.629629629628464,0.466666666663555,0.123287671232708,0.0975609756096371,0.132075471697989,0.142857142856927,0.142857142856122
"109","T2-36_1_00","Tokachi","standard","T2",2,1168.88888888889,0,0,0.175682067871094,0.131156921386719,0.359954833984375,0.222145080566406,0.40789794921875,0.325328826904297,0.352912902832031,0.300407409667969,0.538177490234375,0.339616394042969,0,0.380780448321694,0.867619312855833,1.13458634991305,0.0233093939415479,0.212873593283443,0,0.188039727566269,0.428453981657202,0.560289555512619,0.0115108118229866,0.10512276211528,0,0.0320359956915612,0.130520546157684,0.245834502274008,0.0056438845934645,0.033730767908921,0,0.0158202447859561,0.0644545906951525,0.121399754209387,0.0027871035029454,0.0166571693377387,0,82.4084106996002,111.033424134614,152.35044040762,106.102466793169,133.458135179078,0,0.198234329637727,0.246832944386649,0.282256712111978,0.22389947853174,0.260168025662178,0,0.146856988839914,0.189884675641422,0.198451732412867,0.142674679118072,0.193053934324146,0.727272727271074,0.829787234040788,0.843137254900308,0.466666666663555,0.777777777774897,0.644444444443012,0.686274509802576,0.69230769230503,0.555555555549383,0.586206896549703,0.0606060606059687,0.128205128204964,0.157894736841939,0.142857142856122,0.104477611940143
"110","T2-36_2_00","Tokachi","standard","T2",2,1283.95061728395,0,0,0.154220581054688,0.116051483154297,0.2515869140625,0.189048767089844,0.328109741210938,0.268081665039062,0.411964416503906,0.347129821777344,0.797218322753906,0.370281982421875,0,0.411073476006991,0.898121346021731,1.12133067596611,0.0174267575198669,0.500005416782041,0,0.20299924741086,0.443516714084805,0.553743543686968,0.0086058061826503,0.246916255201008,0,0.0312153111580896,0.124789819478298,0.225950066711158,0.0037511694946093,0.0822000571774299,0,0.0154149684731306,0.0616246022115053,0.111580279857362,0.0018524293800539,0.0405926208283604,0,84.3509402739254,110.611331652037,155.196792339384,101.584602368866,125.042233945298,0,0.199233191443382,0.240788096101079,0.282948012323777,0.177197530015488,0.276360648329046,0,0.147809134621081,0.186432621538737,0.199932313061572,0.113553379339655,0.206337540087335,0.720930232556463,0.836734693875843,0.836065573769121,0.399999999996,0.799999999997333,0.63636363636219,0.687499999998926,0.682539682538599,0.499999999995833,0.629629629627298,0.0588235294116493,0.130434782608507,0.178947368420864,0.124999999999219,0.11999999999976
"111","T2-27_2_00","Memanbetsu","standard","T2",4,2874.07407407407,0.0089950561523437,0.0071540832519531,0.185684204101562,0.143864440917969,0.312095642089844,0.228744506835938,0.528831481933594,0.315955352783203,0.531425476074219,0.317323303222656,0.584884643554688,0.258573913574219,0.0022504744851247,0.635523150185405,1.14830556327698,1.27375540448951,1.46638350501351,1.2999381646759,0.0011113454247529,0.313838592684151,0.567064475692334,0.629015014562719,0.724140002475808,0.641944772679455,8.12602331036945e-06,0.0650495220417275,0.194665272551082,0.29539024367303,0.295430223712954,0.226206103336485,4.01285101746639e-06,0.0321232207613469,0.0961309987906578,0.145871725270632,0.145891468500224,0.11170671769703,68.5797101449276,87.2563603217395,120.667419878934,156.629791061723,150.233135343248,133.343610852389,0.0311161944982111,0.220146729157637,0.268199465464762,0.26880203197644,0.270209304816533,0.188583430579746,0.0202284036529332,0.163331191486891,0.207242022630733,0.193585577447464,0.202426862678073,0.148428717405212,0.749999999998437,0.851851851850274,0.849056603771983,0.860465116277069,0.793103448273127,0.653846153844896,0.70491803278573,0.69491525423611,0.69491525423611,0.636363636360744,0.0649350649349806,0.123595505617839,0.190476190475964,0.150684931506643,0.138461538461325
"112","T1-06_1_00","Memanbetsu","standard","T1",2,1160.49382716049,0,0,0.201705932617188,0.144058227539062,0.259025573730469,0.201972961425781,0.316024780273438,0.25,0,0,0,0,0,0.45769305543303,0.824941351532221,0.928657747741984,0,0,0,0.226021261942237,0.407378445201097,0.458596418638016,0,0,0,0.0449871057913992,0.123987250422681,0.175760247972876,0,0,0,0.022215854711802,0.0612282718136698,0.0867951841841361,0,0,0,82.5864687162602,102.382876557738,155.554040220568,0,0,0,0.178376499367933,0.21333747140539,0.280158157738257,0,0,0,0.135485980735875,0.166236741432132,0.203981089484239,0,0,0.761904761902948,0.829787234040788,0.827586206895125,0.333333333330555,0.263157894735457,0.652173913042061,0.687499999997851,0.666666666661111,0.49999999999375,0.411764705879931,0.124999999999805,0.117647058823356,0.116883116882965,0.142857142856122,0.11999999999952
"113","T1-06_2_00","Memanbetsu","standard","T1",2,1195.06172839506,0,0,0.182785034179688,0.142189025878906,0.242668151855469,0.185820770263672,0.464653015136719,0.221633911132812,0,0,0,0,0,0.444728803456718,0.821777387718975,0.980826740875093,0,0,0,0.219619162200848,0.405815993935296,0.484358884382762,0,0,0,0.0438154463328717,0.116473704289934,0.171997680850261,0,0,0,0.0216372574483317,0.0575178786616956,0.0849371263458078,0,0,0,81.0100294653645,104.226845469619,156.117433533474,0,0,0,0.181231798746596,0.213448118908425,0.286929373227623,0,0,0,0.136820067893675,0.165754203917107,0.206648732174428,0,0,0.76923076922929,0.826086956519943,0.827586206895125,0.333333333330555,0.263157894735457,0.666666666663889,0.681818181816632,0.661016949151422,0.454545454541322,0.411764705879931,0.133333333333185,0.116279069767307,0.113402061855553,0.142857142856122,0.1111111111107
"114","T2-38_1_00","Memanbetsu","standard","T2",2,1674.07407407407,0.0338592529296875,0.028045654296875,0.209907531738281,0.14691162109375,0.25701904296875,0.200028991699219,0.390853881835938,0.25325927734375,0.483055114746094,0.449561309814453,1.10192108154297,0.876026916503906,0.0048597202649796,0.602482089038796,1.04924505579822,1.17405845629136,0.0184882858967116,0.132684194520752,0.0023998618592491,0.297522019278417,0.518145706567023,0.579781953724129,0.0091300177267711,0.0655230590225936,8.3472519061584e-05,0.0621196492109243,0.162882045119867,0.231512215383209,0.0066124209831241,0.0747068984025734,4.12209970674489e-05,0.0306763699807033,0.0804355778369712,0.114327019942325,0.0032653930780859,0.0368922955074436,63,88.5362770710912,113.241166008145,154.446864636486,115.768740031898,127.747523240036,0.0389487870619946,0.22394073084502,0.251194317725479,0.26502534952838,0.238334808040154,0.335725800170952,0.0250541829215431,0.164813598360211,0.194470551721604,0.187843397269135,0.151012247186273,0.24116518307816,0.761904761902948,0.843137254900308,0.821428571427105,0.399999999996,0.761904761902948,0.66037735848932,0.699999999998833,0.672131147539882,0.466666666663555,0.567567567566034,0.0684931506848376,0.136842105263014,0.199999999999765,0.142857142856122,0.0985915492956357
"115","T1-21_1_00","Memanbetsu","standard","T1",4,2684.44444444444,0,0,0.190727233886719,0.144096374511719,0.244049072265625,0.205036926269531,0.302970886230469,0.251602172851562,0.424911499023438,0.23125,0.434547424316406,0.229694366455078,0,0.587190091071725,1.02606635460456,1.12305360314188,1.23634145968146,1.17636424504416,0,0.289970415344061,0.50669943437262,0.554594371921918,0.610538992435289,0.580920614836623,0,0.0581416663464842,0.162171962014901,0.223908622953666,0.211011246560455,0.194743231247987,0,0.0287119339982637,0.0800849195135311,0.110572159483292,0.104203084721212,0.0961694969125862,0,77.8842514773743,107.671686622516,159.091699398446,154.19021418191,127.405307796052,0,0.195693595325924,0.240014476281461,0.313958118976007,0.324116571926504,0.182360229069096,0,0.146744946104506,0.184631813251269,0.225827771408632,0.238190472285629,0.140482552548084,0.788353863379983,0.829787234040788,0.830508474574864,0.849056603771983,0.791666666665017,0.681818181816632,0.698113207545853,0.661538461537444,0.672131147539882,0.642857142855995,0.164179104477367,0.132075471697864,0.12643678160905,0.157894736841898,0.148936170212449
"116","T2-27_1_00","Memanbetsu","standard","T2",4,2817.77777777778,0,0,0.187171936035156,0.138228607177734,0.313568115234375,0.231201171875,0.414352416992188,0.318482971191406,0.43304443359375,0.237895202636719,0.402374267578125,0.256899261474609,0,0.522805283563433,1.1023569876745,1.26098090840246,1.41314490822481,1.21372269866891,0,0.2581754486733,0.544373821073829,0.622706621433315,0.69784933739497,0.599369233910573,0,0.048561996126966,0.194323570986038,0.299645144997055,0.213536537448583,0.184102251501164,0,0.0239812326552918,0.0959622572770557,0.147972911109657,0.105450141949918,0.0909146920993403,0,81.6950031311794,119.507121940712,156.790885666402,141.695225830025,128.419661799094,0,0.196368822134239,0.274498694933267,0.287605498392692,0.261835284587963,0.192981074265958,0,0.145469571746679,0.209819270960026,0.205738875810848,0.195967327088994,0.148913409647367,0.744680851062245,0.851851851850274,0.851851851850274,0.853658536583284,0.783783783781665,0.647058823528143,0.708333333331858,0.699999999998833,0.688888888887358,0.636363636361708,0.0617283950616521,0.135802469135635,0.186046511627691,0.142857142856957,0.13513513513477
"117","T1-21_2_00","Memanbetsu","standard","T1",4,3133.33333333333,0,0,0.173896789550781,0.129898071289062,0.332984924316406,0.254829406738281,0.415885925292969,0.325515747070312,0.533966064453125,0.273057556152344,0.532997131347656,0.290496826171875,0,0.582502269284779,1.20802982402139,1.34396080643567,1.41712563963798,1.38000103184291,0,0.287655441622113,0.596557937788341,0.663684348857121,0.699815130685423,0.681481991033535,0,0.0504587240879727,0.222887565222087,0.325962590824917,0.265997258889843,0.249610834231594,0,0.024917888438505,0.110067933443006,0.16096918065428,0.131356671056713,0.123264609497084,0,79.0831834786775,115.026258084325,159.662965164894,149.845070085812,123.778137154475,0,0.185080147477079,0.262146443596586,0.351848977075864,0.328853817443535,0.186471788361789,0,0.138655479035303,0.201039999474905,0.251208556179717,0.244925751975558,0.143824028598852,0.777777777776337,0.838709677418002,0.846153846152219,0.863636363634401,0.789473684206371,0.672131147539882,0.701492537312386,0.685714285713306,0.695652173911531,0.652173913042061,0.157894736841898,0.136363636363481,0.142857142856888,0.172413793103151,0.154929577464571
"118","T2-26_2_00","Memanbetsu","dense","T2",4,2822.95482295482,0,0,0.182228088378906,0.139037322998047,0.269668579101562,0.210319519042969,0.388778686523438,0.272605895996094,0.504669189453125,0.223960876464844,0.363479614257812,0.207374572753906,0,0.562570944238903,1.09140753987136,1.25090721707745,1.41374938966163,1.31974035939994,0,0.277812811969829,0.538966686356228,0.61773195905059,0.698147846746483,0.651723634271575,0,0.0540433820344321,0.175082813254193,0.260861639545521,0.224004285934945,0.185106395247112,0,0.0266880898935467,0.086460648520589,0.128820562738529,0.110619400461701,0.0914105655541293,0,83.8625010064986,119.44979610853,158.821785503238,150.109590276241,130.203042930318,0,0.204814221773159,0.255201875536418,0.268280869126658,0.262604282492383,0.183292918956455,0,0.152311764079616,0.195983575512482,0.193045340678875,0.197330611043509,0.142584795419393,0.782608695650473,0.851851851850274,0.83999999999664,0.849999999997875,0.78571428571148,0.659574468083703,0.70491803278573,0.682539682538599,0.67999999999864,0.629629629628464,0.064516129032154,0.139240506328938,0.181818181817975,0.131578947368248,0.129032258064308
"119","T2-26_1_00","Memanbetsu","dense","T2",4,2693.52869352869,0,0,0.1981201171875,0.138835144042969,0.266853332519531,0.20867919921875,0.416839599609375,0.268142700195312,0.566734313964844,0.254348754882812,0.594520568847656,0.253282928466797,0,0.605812058997798,1.07784515566065,1.21109362963727,1.40855969537483,1.32415314879931,0,0.299166448887801,0.532269212671926,0.598070928215936,0.695585034753004,0.653902789530521,0,0.0569327281596772,0.169573997309251,0.250363507026731,0.254066870928404,0.23422359131212,0,0.0281149274862603,0.0837402455848153,0.123636299766287,0.125465121446125,0.115665971018331,0,83.6781122231743,118.047893443355,158.613109842598,150.904984516387,131.484242174823,0,0.206729663359402,0.24669820994499,0.26163855532474,0.264383201523445,0.179436266348076,0,0.152949662665575,0.189404751716497,0.189049651283346,0.195964024775807,0.139039689111853,0.783783783781665,0.846153846152219,0.849056603771983,0.849999999997875,0.787234042551517,0.659574468083703,0.702127659572974,0.695652173911531,0.67999999999864,0.624999999998698,0.0632911392404262,0.139534883720768,0.164835164834984,0.12941176470573,0.126213592232887
